text,audio_path,image_path,template
スパチュラ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_22191884.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04270147/n04270147_9165.JPEG,1
हिंदेशियन वस्र,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_27744614.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04136333/n04136333_8446.JPEG,1
दवाओं का बक्सा,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_25745759.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03742115/n03742115_23533.JPEG,1
कारागार,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26351286.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04005630/n04005630_94112.JPEG,1
मानक पूडल,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26204012.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02113799/n02113799_374.JPEG,1
مريلة,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24146626.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02834397/n02834397_980.JPEG,1
ορείχαλκος,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_25652479.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02892201/n02892201_17958.JPEG,1
ボクサー,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36330735.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02108089/n02108089_1970.JPEG,1
बटुआ,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26358113.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04548362/n04548362_69158.JPEG,1
崖の住居,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_31251165.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03042490/n03042490_3041.JPEG,1
ラム,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_35948904.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02412080/n02412080_16908.JPEG,1
basenji,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_37190712.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02110806/n02110806_2234.JPEG,1
μάσκα,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_20732518.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03724870/n03724870_14792.JPEG,1
كوهو,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24055675.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02536864/n02536864_12184.JPEG,1
राजा साँप,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_25323016.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01734418/n01734418_7246.JPEG,1
ホホジロザメ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_37661414.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01484850/n01484850_21180.JPEG,1
菓子類,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_27475438.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03089624/n03089624_19699.JPEG,1
oscilloscope,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_33639318.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03857828/n03857828_29208.JPEG,1
breakwater,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_30644109.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02894605/n02894605_39807.JPEG,1
اليعسوب,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24033209.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02268443/n02268443_45082.JPEG,1
枕,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36370569.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03938244/n03938244_15286.JPEG,1
ヨコバイ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_20074093.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02259212/n02259212_3285.JPEG,1
लंबे सींग वाला भृंग,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26988567.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02168699/n02168699_3015.JPEG,1
Irish setter,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_18487976.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02100877/n02100877_2443.JPEG,1
グリーンマンバ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36294603.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01749939/n01749939_1632.JPEG,1
Loafer,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_27133426.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03680355/n03680355_5570.JPEG,1
コヨーテ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_35847543.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02114855/n02114855_11017.JPEG,1
शेटलैंड शीपडॉग,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_24759502.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02105855/n02105855_14729.JPEG,1
ζέβρα,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_21927308.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02391049/n02391049_3385.JPEG,1
アルバトロス,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36314558.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02058221/n02058221_13616.JPEG,1
ボアコンストリクター,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36357382.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01742172/n01742172_8291.JPEG,1
llama,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_27492037.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02437616/n02437616_2182.JPEG,1
μαγαζί υποδημάτων,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_20475870.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04200800/n04200800_15.JPEG,1
groenendael,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_32297743.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02105056/n02105056_15029.JPEG,1
دراجة جبلية,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24025768.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03792782/n03792782_30258.JPEG,1
pillow,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_17771777.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03938244/n03938244_22679.JPEG,1
προβολέας,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_26941896.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04009552/n04009552_2315.JPEG,1
岩ガニ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_20726911.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01978455/n01978455_8048.JPEG,1
ليمون,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24030275.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n07749582/n07749582_5630.JPEG,1
طبلية تاج,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_22224721.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02666196/n02666196_13827.JPEG,1
pillow,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_17816515.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03938244/n03938244_15678.JPEG,1
السلوقي الإيطالي,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24073102.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02091032/n02091032_4039.JPEG,1
جسر,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24431022.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04532670/n04532670_8994.JPEG,1
Νόρφολκ τεριέ,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_24860009.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02094114/n02094114_2129.JPEG,1
τρύπα,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_22047554.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02115913/n02115913_2029.JPEG,1
पे-फ़ोन,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_27475958.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03902125/n03902125_747.JPEG,1
बैंड एड,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_32101768.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02786058/n02786058_9464.JPEG,1
λαγωνικό,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_24887175.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02091635/n02091635_1192.JPEG,1
सौर डिश,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_24829332.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04258138/n04258138_7751.JPEG,1
脱穀機,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_37454788.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04428191/n04428191_5930.JPEG,1
σχάρα,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_27003438.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03459775/n03459775_8287.JPEG,1
μονόκυκλο,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_27424630.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04509417/n04509417_4298.JPEG,1
mortarboard,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_21772558.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03787032/n03787032_6256.JPEG,1
エントル・ブッチャー,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36343595.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02108000/n02108000_1113.JPEG,1
دب بنى,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24074378.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02132136/n02132136_5184.JPEG,1
δύτης,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_20888926.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n10565667/n10565667_2202.JPEG,1
يرى,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24095010.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01608432/n01608432_2621.JPEG,1
つるヘビ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_35799208.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01739381/n01739381_1592.JPEG,1
アッフェンピンシャー,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36489613.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02110627/n02110627_14238.JPEG,1
racket,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_17965505.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04039381/n04039381_6355.JPEG,1
αμπαζούρ,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_24978963.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03637318/n03637318_1851.JPEG,1
φόρεμα,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_26046568.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03450230/n03450230_3020.JPEG,1
σφυρί,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_30535455.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03481172/n03481172_11848.JPEG,1
τζιτζίκι,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_27078200.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02256656/n02256656_1286.JPEG,1
कुत्ते का एक प्राकर,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_28121329.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02115641/n02115641_9281.JPEG,1
Doberman,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_25322998.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02107142/n02107142_5981.JPEG,1
مرجل,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_19083328.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02939185/n02939185_3486.JPEG,1
समुद्र किनारा,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26131467.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n09428293/n09428293_19743.JPEG,1
بكرة,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24150763.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04067472/n04067472_6576.JPEG,1
كنيسة,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_35011387.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03028079/n03028079_2951.JPEG,1
stethoscope,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_24803040.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04317175/n04317175_10286.JPEG,1
حائل الأمواج,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24096328.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02894605/n02894605_50403.JPEG,1
triumphal arch,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_21994326.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04486054/n04486054_10229.JPEG,1
μπαλτάς,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_36843814.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03041632/n03041632_36235.JPEG,1
サイチョウ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36299632.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01829413/n01829413_103.JPEG,1
طبق,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24172261.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n07579787/n07579787_8489.JPEG,1
महान पायरेनीज़,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_27501571.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02111500/n02111500_280.JPEG,1
アサルトライフル,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36299865.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02749479/n02749479_2248.JPEG,1
γαμπρός,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_24999784.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n10148035/n10148035_3546.JPEG,1
oil filter,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_31651891.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03843555/n03843555_415.JPEG,1
rain barrel,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_17792511.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04049303/n04049303_10007.JPEG,1
lighter,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_27587393.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03666591/n03666591_45560.JPEG,1
πλοίαρο,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_25652250.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04612504/n04612504_13999.JPEG,1
カブトムシ,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36344516.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02174001/n02174001_3427.JPEG,1
समुद्री अर्चिन,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_24361297.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02319095/n02319095_5453.JPEG,1
ιαγουάρος,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_30453022.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02128925/n02128925_14887.JPEG,1
क्रिसमस मोजा,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26203877.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03026506/n03026506_1370.JPEG,1
شقائق النعمان البحرية,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24173170.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01914609/n01914609_6050.JPEG,1
Eskimo dog,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_18238276.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02109961/n02109961_18513.JPEG,1
sewing machine,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_19962953.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04179913/n04179913_10935.JPEG,1
अंतरिक्ष शटल,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26203999.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04266014/n04266014_4849.JPEG,1
पफर,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_26202901.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02655020/n02655020_3324.JPEG,1
कैब,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_27501671.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02930766/n02930766_21115.JPEG,1
airship,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_27609059.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02692877/n02692877_22694.JPEG,1
mink,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_27387136.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02442845/n02442845_1297.JPEG,1
leaf beetle,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_535854.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02169497/n02169497_5617.JPEG,1
hotdog,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_27683803.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n07697537/n07697537_11504.JPEG,1
البلشون الأمريكي,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24084592.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02009912/n02009912_32754.JPEG,1
Λαμπραντόρ ριτρίβερ,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_29236597.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02099712/n02099712_5833.JPEG,1
χρυσόψαρο,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_36464041.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01443537/n01443537_1853.JPEG,1
com.toyshop,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24031148.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04462240/n04462240_2923.JPEG,1
keeshond,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_534623.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02112350/n02112350_7248.JPEG,1
कोहो,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_25036390.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02536864/n02536864_20275.JPEG,1
बॉल प्वाइंट,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_24963286.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02783161/n02783161_1405.JPEG,1
μπάσκετ,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_28715134.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02802426/n02802426_9037.JPEG,1
tench,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_185935.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01440764/n01440764_23111.JPEG,1
كان هؤلاء,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24146213.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02865351/n02865351_1658.JPEG,1
リモコン,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_28267579.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04074963/n04074963_8129.JPEG,1
dowitcher,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_37513834.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02033041/n02033041_660.JPEG,1
بكرة,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24058952.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04067472/n04067472_3502.JPEG,1
οικιακό θέατρο,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_20899328.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03529860/n03529860_16384.JPEG,1
χιτώνας,/cv-corpus-14.0-2023-06-23/el/clips/common_voice_el_32296615.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n01955084/n01955084_6538.JPEG,1
クロックポット,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_28603628.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03133878/n03133878_4454.JPEG,1
الذئب الأبيض,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_33309179.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02114548/n02114548_6130.JPEG,1
lawn mower,/cv-corpus-14.0-2023-06-23/en/clips/common_voice_en_20302424.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n03649909/n03649909_18801.JPEG,1
レーサー,/cv-corpus-14.0-2023-06-23/ja/clips/common_voice_ja_36095376.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n04037443/n04037443_8515.JPEG,1
लंबा,/cv-corpus-14.0-2023-06-23/hi/clips/common_voice_hi_27478429.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02488291/n02488291_492.JPEG,1
جلد الدب,/cv-corpus-14.0-2023-06-23/ar/clips/common_voice_ar_24151054.mp3,/imagenet/ILSVRC/Data/CLS-LOC/train/n02817516/n02817516_46634.JPEG,1
